Date,Review Text,label,cleansing,baku,stopwords,stemming
2026-05-05 23:23:14,"aplikasinya sering gangguan 2 minggu terakhiri ini, pesan pukul 00.00 WIB langsung tanpa kursi, dan saat pengisian data penumpang dan dilanjutkan tidak bisa diminta batalkan pembelian. setelah selesai batal tetap tidak hilang dan susah pesan lagi. mohon diperbaiki sebelumnya sudah sangat baik padahal. per tanggal 6 Mei 2026 mau beli tiket diaplikasi juga sering muter2 terus padahal paket internet juga masih ada mohon diperbaiki KAI.",1,aplikasinya sering gangguan minggu terakhiri ini pesan pukul wib langsung tanpa kursi dan saat pengisian data penumpang dan dilanjutkan tidak bisa diminta batalkan pembelian setelah selesai batal tetap tidak hilang dan susah pesan lagi mohon diperbaiki sebelumnya sudah sangat baik padahal per tanggal mei mau beli tiket diaplikasi juga sering muter terus padahal paket internet juga masih ada mohon diperbaiki kai,aplikasinya sering gangguan minggu terakhiri ini pesan pukul wib langsung tanpa kursi dan saat pengisian data penumpang dan dilanjutkan tidak bisa diminta batalkan pembelian setelah selesai batal tetap tidak hilang dan susah pesan lagi mohon diperbaiki sebelumnya sudah sangat baik padahal per tanggal mei mau beli tiket diaplikasi juga sering muter terus padahal paket internet juga masih ada mohon diperbaiki kai,aplikasinya gangguan minggu terakhiri pesan wib langsung kursi pengisian data penumpang dilanjutkan tidak bisa batalkan pembelian selesai batal tidak hilang susah pesan mohon diperbaiki tanggal mei beli tiket diaplikasi muter paket internet mohon diperbaiki kai,aplikasi ganggu minggu akhir pesan wib langsung kursi isi data tumpang lanjut tidak bisa batal beli selesai batal tidak hilang susah pesan mohon baik tanggal mei beli tiket aplikasi muter paket internet mohon baik kai
2026-05-05 23:23:09,perubahan nama argo bromo anggrek Sudah pasti meninggalkan sejarah. Karena bromo identik dengan jatim. Sedangkan anggrek itu melambangkan kerasnya hidup di Jakarta. Sebenarnya argo bromo anggrek itu mewakilkan nama hubungan jatim dan jakarta. Sekarang hubungan itu sudah pupus. Nama anggrek juga terkesan feminim.,0,perubahan nama argo bromo anggrek sudah pasti meninggalkan sejarah karena bromo identik dengan jatim sedangkan anggrek itu melambangkan kerasnya hidup di jakarta sebenarnya argo bromo anggrek itu mewakilkan nama hubungan jatim dan jakarta sekarang hubungan itu sudah pupus nama anggrek juga terkesan feminim,perubahan nama argo bromo anggrek sudah pasti meninggalkan sejarah karena bromo identik dengan jatim sedangkan anggrek itu melambangkan kerasnya hidup di jakarta sebenarnya argo bromo anggrek itu mewakilkan nama hubungan jatim dan jakarta sekarang hubungan itu sudah pupus nama anggrek juga terkesan feminim,perubahan nama argo bromo anggrek meninggalkan sejarah bromo identik jatim anggrek melambangkan kerasnya hidup jakarta argo bromo anggrek mewakilkan nama hubungan jatim jakarta hubungan pupus nama anggrek terkesan feminim,ubah nama argo bromo anggrek tinggal sejarah bromo identik jatim anggrek melambang keras hidup jakarta argo bromo anggrek wakil nama hubung jatim jakarta hubung pupus nama anggrek kes feminim
2026-05-05 23:14:41,pemeliharaan Mulu ah kapan beresnya? kereta ttp aja delay 10-15 menit,1,pemeliharaan mulu ah kapan beresnya kereta ttp aja delay menit,pemeliharaan terus ah kapan beresnya kereta tetap saja delay menit,pemeliharaan ah beresnya kereta delay menit,pelihara ah beres kereta delay menit
2026-05-05 23:14:26,sudah baik pelayanannya,0,sudah baik pelayanannya,sudah baik pelayanannya,pelayanannya,layan
2026-05-05 23:13:53,sampah pagi pagi mw berangkat kerja error mulu apasih di pikirannya kai jam jam kerja loh,1,sampah pagi pagi mw berangkat kerja error mulu apasih di pikirannya kai jam jam kerja loh,sampah pagi pagi mau berangkat kerja error terus apasih di pikirannya kai jam jam kerja loh,sampah pagi pagi berangkat kerja error apasih pikirannya kai jam jam kerja loh,sampah pagi pagi berangkat kerja error apasih pikir kai jam jam kerja loh
2026-05-05 23:05:43,aplikasi down parahhh untuk beberapa minggu ini. saya mau beli tiket dipersulit padahal diluar waktu pemeliharaan. jangan bilang jaringan saya jelek. emang aplikasinya aja yg makin kesini makin sering error. saya gabisa pulang kampung keburu habis duluan tiketnya gara gara aplikasinya. mau bilang traffic rame? saya order di H-6 rabu ketemu rabu minggu depan di jam 6 pagi tiket KAI Dhoho Penataran. siapa sih yg maintenance aplikasi? orangnya ganti ya? ga becus banget,1,aplikasi down parahhh untuk beberapa minggu ini saya mau beli tiket dipersulit padahal diluar waktu pemeliharaan jangan bilang jaringan saya jelek emang aplikasinya aja yg makin kesini makin sering error saya gabisa pulang kampung keburu habis duluan tiketnya gara gara aplikasinya mau bilang traffic rame saya order di h rabu ketemu rabu minggu depan di jam pagi tiket kai dhoho penataran siapa sih yg maintenance aplikasi orangnya ganti ya ga becus banget,aplikasi error parah untuk beberapa minggu ini saya mau beli tiket dipersulit padahal diluar waktu pemeliharaan jangan bilang jaringan saya jelek emang aplikasinya saja yang makin kesini makin sering error saya tidak bisa pulang kampung keburu habis duluan tiketnya gara gara aplikasinya mau bilang traffic rame saya order di h rabu ketemu rabu minggu depan di jam pagi tiket kai dhoho penataran siapa sih yang maintenance aplikasi orangnya ganti iya tidak becus sekali,aplikasi error parah minggu beli tiket dipersulit diluar pemeliharaan jangan bilang jaringan jelek emang aplikasinya kesini error tidak bisa pulang kampung keburu habis duluan tiketnya gara gara aplikasinya bilang traffic rame order h rabu ketemu rabu minggu jam pagi tiket kai dhoho penataran maintenance aplikasi orangnya ganti iya tidak becus,aplikasi error parah minggu beli tiket sulit luar pelihara jangan bilang jaring jelek emang aplikasi kesini error tidak bisa pulang kampung keburu habis duluan tiket gara gara aplikasi bilang traffic rame order h rabu ketemu rabu minggu jam pagi tiket kai dhoho natar maintenance aplikasi orang ganti iya tidak becus
2026-05-05 23:02:07,"ini kenapa servernya sering eror masa sekelas kai menyediakan aplikasi yang memudahkan untuk pelanggan beli tiket malah sering bermasalah, apa tidak bisa diberi aplikasi yang bener"" mumpuni jujur mengecewakan, semoga untuk aplikasi bisa diperbaiki",1,ini kenapa servernya sering eror masa sekelas kai menyediakan aplikasi yang memudahkan untuk pelanggan beli tiket malah sering bermasalah apa tidak bisa diberi aplikasi yang bener mumpuni jujur mengecewakan semoga untuk aplikasi bisa diperbaiki,ini kenapa servernya sering error masa sekelas kai menyediakan aplikasi yang memudahkan untuk pelanggan beli tiket malah sering bermasalah apa tidak bisa diberi aplikasi yang benar mumpuni jujur mengecewakan semoga untuk aplikasi bisa diperbaiki,servernya error sekelas kai menyediakan aplikasi memudahkan pelanggan beli tiket bermasalah tidak bisa aplikasi mumpuni jujur mengecewakan semoga aplikasi bisa diperbaiki,servernya error kelas kai sedia aplikasi mudah langgan beli tiket masalah tidak bisa aplikasi mumpuni jujur kecewa moga aplikasi bisa baik
2026-05-05 22:57:30,"yang bner aja appnya maintenance pas mau scan tiket, untuk masih ada bukti pembayaran 😑",1,yang bner aja appnya maintenance pas mau scan tiket untuk masih ada bukti pembayaran,yang bner saja aplikasi maintenance pas mau scan tiket untuk masih ada bukti pembayaran,bner aplikasi maintenance pas scan tiket bukti pembayaran,bner aplikasi maintenance pas scan tiket bukti bayar
2026-05-05 22:41:14,apk lelet najis delay mulu,1,apk lelet najis delay mulu,aplikasi lambat jelek delay terus,aplikasi lambat jelek delay,aplikasi lambat jelek delay
2026-05-05 22:38:53,suka eror pdhl pelangga udh an. ntah gabisa digunakan ga bisa milih kursi aneh bgt aplikasi,1,suka eror pdhl pelangga udh an ntah gabisa digunakan ga bisa milih kursi aneh bgt aplikasi,suka error padahal pelangga sudah an ntah tidak bisa digunakan tidak bisa milih kursi aneh sangat aplikasi,suka error pelangga an ntah tidak bisa tidak bisa milih kursi aneh aplikasi,suka error pelangga an ntah tidak bisa tidak bisa milih kursi aneh aplikasi
2026-05-05 20:52:11,saat ingin pesan kereta ditungguin jam 00.00 biar bisa dapat yang malam malah error,1,saat ingin pesan kereta ditungguin jam biar bisa dapat yang malam malah error,saat ingin pesan kereta ditungguin jam agar bisa dapat yang malam malah error,pesan kereta ditungguin jam bisa malam error,pesan kereta ditungguin jam bisa malam error
2026-05-05 20:19:27,katanya ada perbaikan kok makin buruk aja commuter jd susah dibuka dengan alasan sinyal 👎👎👎👎 yang betul dong perbaikannya kalo ada penurunan mending tidak usah di perbaiki,1,katanya ada perbaikan kok makin buruk aja commuter jd susah dibuka dengan alasan sinyal yang betul dong perbaikannya kalo ada penurunan mending tidak usah di perbaiki,katanya ada perbaikan mengapa makin buruk saja komuter jadi susah dibuka dengan alasan sinyal yang betul dong perbaikannya kalau ada penurunan mending tidak usah di perbaiki,perbaikan buruk komuter susah dibuka alasan sinyal perbaikannya penurunan mending tidak perbaiki,baik buruk komuter susah buka alas sinyal baik turun mending tidak baik
2026-05-05 18:58:01,"Sangat baik, Responsif, dan arahan yang sangat Jelas",0,sangat baik responsif dan arahan yang sangat jelas,sangat baik responsif dan arahan yang sangat jelas,responsif arahan,responsif arah
2026-05-05 17:25:17,"Server sering eror di jam² WAR tiket, dan sering tidak siap",1,server sering eror di jam war tiket dan sering tidak siap,server sering error di jam rebutan tiket dan sering tidak siap,server error jam rebutan tiket tidak,server error jam rebut tiket tidak
2026-05-05 17:21:19,sangat membantu tapi jelek bgt update annya yg sekarang bikin pusing,0,sangat membantu tapi jelek bgt update annya yg sekarang bikin pusing,sangat membantu tapi jelek sangat update annya yang sekarang buat pusing,membantu jelek update annya pusing,bantu jelek update annya pusing
2026-05-05 16:13:06,"Aplikasi Access by KAI Selau Error dan Kebanyakan NGEBUG Bikin Saya Emosi Aja!!😡 ,,,, Minimal Perbaikin Lah!!!😡",1,aplikasi access by kai selau error dan kebanyakan ngebug bikin saya emosi aja minimal perbaikin lah,aplikasi access by kai selau error dan kebanyakan bug buat saya emosi saja minimal perbaikin lah,aplikasi access by kai selau error kebanyakan bug emosi minimal perbaikin,aplikasi access by kai selau error banyak bug emosi minimal perbaikin
2026-05-05 14:05:50,"makin kesini makin bego KAI....kalau kerja itu yg serius jgn main main jadi halal hasilnya ...ngatur jalan saja susahnya sampai ditahan 30mnt lebih,kereta kaya bus ekonomi...sampai 3X oper penumpang...Ac ga dingin..Pak kalau SDH ga produktif pensiun bagusan atau resign..jgn kebehoan kalian ditimpakan ke customer....saya bayar memang sesuai tarif...sangat buruk pelayanan dan ketepan waktu yg buruk....telat terus ...",0,makin kesini makin bego kai kalau kerja itu yg serius jgn main main jadi halal hasilnya ngatur jalan saja susahnya sampai ditahan mnt lebih kereta kaya bus ekonomi sampai x oper penumpang ac ga dingin pak kalau sdh ga produktif pensiun bagusan atau resign jgn kebehoan kalian ditimpakan ke customer saya bayar memang sesuai tarif sangat buruk pelayanan dan ketepan waktu yg buruk telat terus,makin kesini makin bodoh kai kalau kerja itu yang serius jgn main main jadi halal hasilnya ngatur jalan saja susahnya sampai ditahan menit lebih kereta kaya bus ekonomi sampai x oper penumpang ac tidak dingin pak kalau sudah tidak produktif pensiun lebih bagus atau resign jgn kebehoan kalian ditimpakan ke customer saya bayar memang sesuai tarif sangat buruk pelayanan dan ketepan waktu yang buruk telat terus,kesini bodoh kai kerja serius jgn main main halal hasilnya ngatur jalan susahnya ditahan menit kereta kaya bus ekonomi x oper penumpang ac tidak dingin tidak produktif pensiun bagus resign jgn kebehoan ditimpakan customer bayar sesuai tarif buruk pelayanan ketepan buruk telat,kesini bodoh kai kerja serius jgn main main halal hasil ngatur jalan susah tahan menit kereta kaya bus ekonomi x oper tumpang ac tidak dingin tidak produktif pensiun bagus resign jgn kebehoan timpa customer bayar sesuai tarif buruk layan ketepan buruk telat
2026-05-05 13:57:37,"menu pemilihan kursi,kenapa jadi gak bis a pilih di kursi E eko....yg sebelumnya sudah bagus, diganti malahan jadi jelek...",1,menu pemilihan kursi kenapa jadi gak bis a pilih di kursi e eko yg sebelumnya sudah bagus diganti malahan jadi jelek,menu pemilihan kursi kenapa jadi tidak bus a pilih di kursi e eko yang sebelumnya sudah bagus diganti malahan jadi jelek,menu pemilihan kursi tidak bus a pilih kursi e eko bagus diganti jelek,menu pilih kursi tidak bus a pilih kursi e eko bagus ganti jelek
2026-05-05 13:41:52,"seharusnya kai acces jangan kebanyakan bisnis masa tiket murah beli di aplikasi kai acces cepat habis giliran beli di traveloka, shopee, tokopedia dll ada harusnya tiket mahal suruh beli di aplikasi selain kai acces sbb orang2 kaya banyak duitnya tiket mahal kebeli tolong kemenhub ,kpk, anggota dewan di usut sbb tiap mo beli tiket murah di bawah 100ribu sulit dri sebelum sebulan sdh habis giliran tiket mahal banget kursi kosong pantes banyak kecelakaan kereta bisnis mulu merugi",0,seharusnya kai acces jangan kebanyakan bisnis masa tiket murah beli di aplikasi kai acces cepat habis giliran beli di traveloka shopee tokopedia dll ada harusnya tiket mahal suruh beli di aplikasi selain kai acces sbb orang kaya banyak duitnya tiket mahal kebeli tolong kemenhub kpk anggota dewan di usut sbb tiap mo beli tiket murah di bawah ribu sulit dri sebelum sebulan sdh habis giliran tiket mahal banget kursi kosong pantes banyak kecelakaan kereta bisnis mulu merugi,seharusnya kai acces jangan kebanyakan bisnis masa tiket murah beli di aplikasi kai acces cepat habis giliran beli di traveloka shopee tokopedia dll ada harusnya tiket mahal suruh beli di aplikasi selain kai acces sebab orang kaya banyak duitnya tiket mahal kebeli tolong kemenhub kpk anggota dewan di usut sebab setiap mau beli tiket murah di bawah ribu sulit dari sebelum sebulan sudah habis giliran tiket mahal sekali kursi kosong pantes banyak kecelakaan kereta bisnis terus merugi,kai acces jangan kebanyakan bisnis tiket murah beli aplikasi kai acces cepat habis giliran beli traveloka shopee tokopedia dll tiket mahal suruh beli aplikasi kai acces orang kaya duitnya tiket mahal kebeli tolong kemenhub kpk anggota dewan usut beli tiket murah ribu sulit sebulan habis giliran tiket mahal kursi kosong pantes kecelakaan kereta bisnis merugi,kai acces jangan banyak bisnis tiket murah beli aplikasi kai acces cepat habis gilir beli traveloka shopee tokopedia dll tiket mahal suruh beli aplikasi kai acces orang kaya duit tiket mahal kebel tolong kemenhub kpk anggota dewan usut beli tiket murah ribu sulit bulan habis gilir tiket mahal kursi kosong pantes celaka kereta bisnis rugi
2026-05-05 13:38:02,"min, aplikasinya untuk tiket masih ada yang bug, seperti tidak ada keterangan tiket, dan harga tiketnya jadi 0/null",1,min aplikasinya untuk tiket masih ada yang bug seperti tidak ada keterangan tiket dan harga tiketnya jadi null,admin aplikasinya untuk tiket masih ada yang bug seperti tidak ada keterangan tiket dan harga tiketnya jadi null,admin aplikasinya tiket bug tidak keterangan tiket harga tiketnya null,admin aplikasi tiket bug tidak terang tiket harga tiket null
2026-05-05 13:26:11,"kembalikan Booking hingga 10 Kursi Per Akun seperti dulu lah min, kita mau hiling lebih dr 4 orang jadi bingung harus bolak balik, keburu di ambil orang lain kursinya hadehhh",1,kembalikan booking hingga kursi per akun seperti dulu lah min kita mau hiling lebih dr orang jadi bingung harus bolak balik keburu di ambil orang lain kursinya hadehhh,kembalikan booking hingga kursi per akun seperti dulu lah admin kita mau liburan lebih dari orang jadi bingung harus bolak balik keburu di ambil orang lain kursinya hadehhh,kembalikan booking kursi akun admin liburan orang bingung bolak keburu ambil orang kursinya hadehhh,kembali booking kursi akun admin libur orang bingung bolak keburu ambil orang kursi hadehhh
